client_id,round,timestamp,mu_boundary_hits_min,final_train_loss,mu_range_min,mu_range_mean,mu_adaptations,final_mu,loss,final_learning_rate,mu_boundary_hits_max,mu_decreases,final_val_loss,epochs_trained,mu_increases,mu_adaptation_rate,mu_range_max
694039,11,2025-08-29T13:06:28.524908,0,0.20340065557851827,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.20140931569088014,0.0004426283106939473,0,5,0.19770684456609353,10,0,0.05555555555555555,0.05
305869,11,2025-08-29T13:06:28.524913,0,0.15798820243832873,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.15091478786190202,0.0004426283106939473,0,9,0.14503677273519866,10,0,0.1,0.05
694039,12,2025-08-29T13:07:58.537100,0,0.18954694433014882,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.1918380639647142,0.00021612107842767644,0,5,0.19535624045989491,10,0,0.05,0.05
1400,12,2025-08-29T13:07:58.537118,0,0.17111582436683245,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17513365227635452,0.00021612107842767644,0,10,0.18714792991265575,10,0,0.1111111111111111,0.05
755626,12,2025-08-29T13:07:58.537126,0,0.18223602208550904,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17838057749856287,0.00043224215685535287,0,10,0.15625269868483121,10,0,0.09090909090909091,0.05
123935,12,2025-08-29T13:07:58.537131,0,0.16795536104057515,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.18178147395540561,0.00021612107842767644,0,10,0.20032881599166918,10,0,0.1111111111111111,0.05
579795,12,2025-08-29T13:07:58.537137,0,0.1641091425145898,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.163327501644598,0.00043224215685535287,0,10,0.173937035082769,10,0,0.08333333333333333,0.05
544731,12,2025-08-29T13:07:58.537144,0,0.17153949220175768,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.1868375153293355,0.00021612107842767644,0,6,0.17020284916108736,10,0,0.075,0.05
160027,12,2025-08-29T13:07:58.537150,0,0.16760639938841315,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1690580935361826,0.00043224215685535287,0,10,0.17303041947360953,10,0,0.09090909090909091,0.05
305869,12,2025-08-29T13:07:58.537155,0,0.14693091109962703,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.14125646911902484,0.00043224215685535287,0,9,0.16371312706290927,10,0,0.09,0.05
305869,13,2025-08-29T13:09:23.010809,0,0.1395710410272407,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.13033404902186205,0.0004211367764821722,0,9,0.16593833841289934,10,0,0.08181818181818182,0.05
1400,13,2025-08-29T13:09:23.010831,0,0.15626847931813032,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17040684725876445,0.0002105683882410861,0,10,0.19394333831971597,10,0,0.1,0.05
160027,13,2025-08-29T13:09:23.010840,0,0.1571912363357705,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1674533593975429,0.0002105683882410861,0,10,0.17734663274952106,10,0,0.08333333333333333,0.05
755626,13,2025-08-29T13:09:23.010848,0,0.18598320358384424,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17649013695003088,0.0004211367764821722,0,10,0.15196358373950694,10,0,0.08333333333333333,0.05
544731,13,2025-08-29T13:09:23.010855,0,0.1718508972745803,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.1808151266675771,0.0002105683882410861,0,6,0.1697874492138071,10,0,0.06666666666666667,0.05
579795,13,2025-08-29T13:09:23.010870,0,0.16634461576136472,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.15696746148865356,0.0004211367764821722,0,10,0.17382981638614536,10,0,0.07692307692307693,0.05
178375,13,2025-08-29T13:09:23.010878,0,0.15182176880453105,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.15523272388951576,0.0002105683882410861,0,10,0.1852094041101281,10,0,0.125,0.05
694039,13,2025-08-29T13:09:23.010885,0,0.19605459035753742,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.1917982896406777,0.0002105683882410861,0,5,0.18998058281000343,10,0,0.045454545454545456,0.05
951946,14,2025-08-29T13:10:52.556930,0,0.19538367522969957,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.19463139179922248,0.00040935599743717243,0,5,0.15578381972237146,10,0,0.05,0.05
123935,14,2025-08-29T13:10:52.556949,0,0.16326502032045806,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1762852890816118,0.00020467799871858622,0,10,0.20625896783788913,10,0,0.1,0.05
755626,14,2025-08-29T13:10:52.556956,0,0.16110688878567947,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1643179238361467,0.00020467799871858622,0,10,0.16694403309932448,10,0,0.07692307692307693,0.05
694039,14,2025-08-29T13:10:52.556962,0,0.18997262672727197,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.18380291779630398,0.00020467799871858622,0,5,0.19805899615198336,10,0,0.041666666666666664,0.05
305869,14,2025-08-29T13:10:52.556968,0,0.11817233213914032,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.1211577999385022,0.00020467799871858622,0,9,0.15892206297634037,10,0,0.075,0.05
579795,14,2025-08-29T13:10:52.556976,0,0.13564101958246988,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.15149020906015534,0.00020467799871858622,0,10,0.1623716471659369,10,0,0.07142857142857142,0.05
178375,14,2025-08-29T13:10:52.556982,0,0.13443579538168962,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.1495409450870245,0.00040935599743717243,0,10,0.18529690480173708,10,0,0.1111111111111111,0.05
1400,14,2025-08-29T13:10:52.556987,0,0.1538629451793564,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.167292975532196,0.00020467799871858622,0,10,0.19395253454921632,10,0,0.09090909090909091,0.05
178375,15,2025-08-29T13:12:19.667661,0,0.13921340298267315,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.143456448051231,0.00019847315653655917,0,10,0.1834772547703913,10,0,0.1,0.05
1400,15,2025-08-29T13:12:19.667680,0,0.15204257226952686,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.16766909780172293,0.00019847315653655917,0,10,0.19237919188099606,10,0,0.08333333333333333,0.05
544731,15,2025-08-29T13:12:19.667687,0,0.15772619523913517,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.17752724552369345,0.00019847315653655917,0,6,0.16330474931302058,10,0,0.06,0.05
160027,15,2025-08-29T13:12:19.667694,0,0.14760033475901604,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.15683993791051423,0.00019847315653655917,0,10,0.1731579521401326,10,0,0.07692307692307693,0.05
755626,15,2025-08-29T13:12:19.667700,0,0.16452458301044057,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.16116075137564273,0.00039694631307311834,0,10,0.1548935542198971,10,0,0.07142857142857142,0.05
305869,15,2025-08-29T13:12:19.667706,0,0.12376409429751864,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.11714656857552665,0.00039694631307311834,0,9,0.15931626331357276,10,0,0.06923076923076923,0.05
123935,15,2025-08-29T13:12:19.667711,0,0.16261731992874826,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.17126530943704502,0.00019847315653655917,0,10,0.20176491983697553,10,0,0.09090909090909091,0.05
694039,15,2025-08-29T13:12:19.667716,0,0.18466426232615232,0.016384000000000006,0.030744000000000007,5,0.016384000000000006,0.1821706307755559,0.00019847315653655917,0,5,0.18964234991107537,10,0,0.038461538461538464,0.05
544731,16,2025-08-29T13:13:49.562991,0,0.15846344558454156,0.013107200000000006,0.02822445714285715,6,0.013107200000000006,0.17188018602653662,0.00038395669874474915,0,6,0.18491699935902967,10,0,0.05454545454545454,0.05
160027,16,2025-08-29T13:13:49.563010,0,0.14329370129839802,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.15677103607926976,0.00019197834937237457,0,10,0.17690106457774032,10,0,0.07142857142857142,0.05
305869,16,2025-08-29T13:13:49.563018,0,0.11218045422374272,0.006710886400000004,0.022315645440000004,9,0.006710886400000004,0.11244986789310293,0.00038395669874474915,0,9,0.1591425116590875,10,0,0.06428571428571428,0.05
755626,16,2025-08-29T13:13:49.563024,0,0.14853997023586424,0.005368709120000003,0.02077501486545455,10,0.005368709120000003,0.15346236421480744,0.00019197834937237457,0,10,0.15991960719060572,10,0,0.06666666666666667,0.05
